ID	Length	pLDDT	Domain architecture	Taxonomy	Dominating topology	Dom. top. frequency
A0A6P7P7Z9	814		PF08487;PF13768;	Betta splendens (Siamese fighting fish)	6_3	0,64
B4VIU3	615	89,98	PF08487;PF13768;	Coleofasciculus chthonoplastes PCC 7420	6_3	0,63
A0A3S1B1F4	753	85,78	PF08487;PF13768;	Calothrix desertica PCC 7102	6_3	0,63
A0A7N6A6E8	754	85,42	PF08487;PF13768;	Anabas testudineus (Climbing perch) (Anthias testudineus)	6_3	0,63
A0A3N7K0F1	736	83,82	PF08487;PF13768;	Albitalea terrae	6_3	0,63
A0A665V0G0	770	83,6	PF08487;PF13768;	Echeneis naucrates (Live sharksucker)	6_3	0,63
A0A3B4XPX3	762	83,47	PF08487;PF13768;	Seriola lalandi dorsalis	6_3	0,63
A0A7I9YJH9	775	81,67	PF08487;PF13768;	Mycobacterium bourgelatii	6_3	0,63
A0A6H1UGI3	748	81,67	PF08487;PF13768;	Ferrimonas lipolytica	6_3	0,63
A0A7J7RRE6	780	81,49	PF08487;PF13768;	Rhinolophus ferrumequinum (Greater horseshoe bat)	6_3	0,63
W5PK79	783	81,11	PF08487;PF13768;	Ovis aries (Sheep)	6_3	0,63
A0A7W5VHD3	784	80,66	PF08487;PF13768;	Nonomuraea dietziae	6_3	0,63
A0A4R4XRX1	794	80,49	PF08487;PF13768;	Actinomadura sp. KC06	6_3	0,63
A0A255GPZ5	757	80,39	PF08487;PF13768;	Enemella evansiae	6_3	0,63
K9QE13	821	80,34	PF08487;PF13768;	Nostoc sp. PCC 7107	6_3	0,63
A0A252DSJ1	831	80,22	PF08487;PF13768;	Nostoc sp. T09	6_3	0,63
A0A2K6CIS8	786	79,93	PF08487;PF13768;	Macaca nemestrina (Pig-tailed macaque)	6_3	0,63
A0A7W3MTC9	837	79,54	PF08487;PF13768;	Thermomonospora cellulosilytica	6_3	0,63
R4LRN0	793	79,46	PF08487;PF13768;	Actinoplanes sp. N902-109	6_3	0,63
A0A384BHX2	784	79,29	PF08487;PF13768;	Ursus maritimus (Polar bear) (Thalarctos maritimus)	6_3	0,63
A0A367FF56	813	79,23	PF08487;PF13768;	Sphaerisporangium album	6_3	0,63
A0A2Y9K6H9	802	79,18	PF08487;PF13768;	Enhydra lutris kenyoni	6_3	0,63
A0A2Y9K6H9	802	79,18	PF08487;PF13768;	Enhydra lutris kenyoni	6_3	0,63
A0A669DTF3	721	79,18	PF08487;PF13768;	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	6_3	0,63
D3Q4N8	831	79,06	PF08487;PF13768;	Stackebrandtia nassauensis (strain DSM 44728 / CIP 108903 / NRRL B-16338 / NBRC 102104 / LLR-40K-21)	6_3	0,63
H2V9X7	812	79,04	PF08487;PF13768;	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	6_3	0,63
A0A7J9ZBY6	799	79,03	PF08487;PF13768;	Streptosporangiales bacterium	6_3	0,63
A0A3B5JZ70	812	78,93	PF08487;PF13768;	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	6_3	0,63
A0A429BTM0	818	78,64	PF08487;PF13768;	Nonomuraea sp. WAC 01424	6_3	0,63
A0A7H8MBY1	820	78,37	PF08487;PF13768;	Actinomadura sp. NAK00032	6_3	0,63
A0A817F0F2	826	78,04	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,63
L0DE59	819	77,85	PF08487;PF13768;	Singulisphaera acidiphila (strain ATCC BAA-1392 / DSM 18658 / VKM B-2454 / MOB10)	6_3	0,63
G3IC89	706	77,73	PF08487;PF13768;	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	6_3	0,63
A0A3M2M8L4	878	77,06	PF08487;PF13768;	Actinomadura harenae	6_3	0,63
A0A815WLC1	819	76,77	PF08487;PF13768;	Adineta ricciae (Rotifer)	6_3	0,63
A0A4V2L0F9	669	75,85	PF08487;PF13768;	Bowmanella sp. JS7-9	6_3	0,63
A0A817N4K8	824	75,16	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,63
A0A821IE18	844	74,95	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,63
A0A814VWX9	838	74,76	PF08487;PF13768;	Rotaria sordida	6_3	0,63
A0A816AKU1	858	73,88	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,63
A0A819T0B6	838	73,81	PF08487;PF13768;	Rotaria sordida	6_3	0,63
A0A820STN8	739	73,78	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,63
A0A0C2A4J4	870	73,63	PF08487;PF13768;	Enhygromyxa salina	6_3	0,63
A0A818Q8L3	846	71,94	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,63
A0A3S5GY36	617	90,25	PF08487;PF13768;	Sorangium cellulosum (Polyangium cellulosum)	6_3	0,62
A0A671W9Z6	748	83,01	PF08487;PF13768;	Sparus aurata (Gilthead sea bream)	6_3	0,62
A0A431KRT9	845	81,69	PF08487;PF13768;	Candidatus Melainabacteria bacterium	6_3	0,62
L8I5I3	785	81,51	PF08487;PF13768;	Bos mutus (wild yak)	6_3	0,62
A0A850JGK1	780	81,23	PF08487;PF13768;	Actinomadura sp. BRA 177	6_3	0,62
A0A3B3TXK1	713	80,78	PF08487;PF13768;	Poecilia latipinna (sailfin molly)	6_3	0,62
A0A0R6A962	825	80,49	PF08487;PF13768;	Saccharothrix algeriensis	6_3	0,62
A0A6I3GC88	742	80,28	PF08487;PF13768;	Actinomycetia bacterium	6_3	0,62
A0A7N5KGH7	783	79,98	PF08487;PF13768;	Ailuropoda melanoleuca (Giant panda)	6_3	0,62
A0A2K6LXG9	790	79,86	PF08487;PF13768;	Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti)	6_3	0,62
A0A3B4EM19	691	79,66	PF08487;PF13768;	Pygocentrus nattereri (Red-bellied piranha)	6_3	0,62
A0A2R9BIJ4	786	79,45	PF08487;PF13768;	Pan paniscus (Pygmy chimpanzee) (Bonobo)	6_3	0,62
A0A846B8D3	829	79,24	PF08487;PF13768;	Symploca sp. SIO1B1	6_3	0,62
A0A6P6N238	803	79,22	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,62
A0A384BGX6	785	79,19	PF08487;PF13768;	Ursus maritimus (Polar bear) (Thalarctos maritimus)	6_3	0,62
A0A3Q2G2G2	738	78,56	PF08487;PF13768;	Cyprinodon variegatus (Sheepshead minnow)	6_3	0,62
A0A5F7ZN63	781	78,02	PF08487;PF13768;	Macaca mulatta (Rhesus macaque)	6_3	0,62
A0A6P6EX90	813	77,72	PF08487;PF13768;	Octodon degus (Degu) (Sciurus degus)	6_3	0,62
A0A3P9JJV2	740	77,17	PF08487;PF13768;	Oryzias latipes (Japanese rice fish) (Japanese killifish)	6_3	0,62
A0A7Z1AXE0	867	76,71	PF08487;PF13768;	Actinophytocola xinjiangensis	6_3	0,62
A0A3B3D6Q4	714	76,19	PF08487;PF13768;	Oryzias melastigma (Marine medaka)	6_3	0,62
A0A816C5R4	700	75,99	PF08487;PF13768;	Rotaria magnacalcarata	6_3	0,62
A0A814BXJ6	835	75,7	PF08487;PF13768;	Rotaria sordida	6_3	0,62
A0A814W610	831	75,56	PF08487;PF13768;	Rotaria sordida	6_3	0,62
A0A817CHQ6	833	75,44	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,62
A0A815QL72	837	74,94	PF08487;PF13768;	Rotaria sordida	6_3	0,62
A0A819EHI0	824	74,19	PF08487;PF13768;	Adineta steineri	6_3	0,62
A0A819ZZ19	893	74,18	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,62
A0A813VLL7	829	74,17	PF08487;PF13768;	Adineta steineri	6_3	0,62
A0A818MNG0	828	73,3	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,62
A0A819GC69	833	73,15	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,62
A0A817GUF3	893	72,51	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,62
G3IC91	832	71,11	PF08487;PF13768;	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	6_3	0,62
A0A674NHX2	812		PF08487;PF13768;	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	6_3	0,62
A0A817GZJ4	913		PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,62
A0A5J6U6L8	795		PF08487;PF13768;	Actinomadura sp. WMMB 499	6_3	0,62
A0A6G0IVJ4	735	85,43	PF08487;PF13768;	Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea)	6_3	0,61
A0A2D5EEM0	672	85,41	PF08487;PF13768;	Marinobacter sp	6_3	0,61
G3VBZ7	766	84,96	PF08487;PF13768;	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	6_3	0,61
A0A3B5LNL6	717	84,76	PF08487;PF13768;	Xiphophorus couchianus (Monterrey platyfish)	6_3	0,61
Q99KC8	793	82,9	PF08487;PF13768;	Mus musculus (Mouse)	6_3	0,61
A0A7W7VN99	761	82,54	PF08487;PF13768;	Streptosporangium saharense	6_3	0,61
A0A6N0LX33	814	81,34	PF08487;PF13768;	Nostoc sp. TCL240-02	6_3	0,61
A0A5Q0GNX5	819	81,26	PF08487;PF13768;	Anabaena sp. YBS01	6_3	0,61
A0A1A3IBG6	744	81	PF08487;PF13768;	Mycobacterium sp. 1423905.2	6_3	0,61
A0A7K1KUD3	795	80,67	PF08487;PF13768;	Actinomadura litoris	6_3	0,61
A0A1S3NTR5	629	80,52	PF08487;PF13768;	Salmo salar (Atlantic salmon)	6_3	0,61
A0A5D0NVX5	802	80,39	PF08487;PF13768;	Actinomadura chibensis	6_3	0,61
A0A3B1K696	835	80,24	PF08487;PF13768;	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	6_3	0,61
A0A7V8GBE8	765	80,24	PF08487;PF13768;	Variovorax sp	6_3	0,61
A0A5M3WP99	823	80,14	PF08487;PF13768;	Acrocarpospora macrocephala	6_3	0,61
A0A7Y9EJE1	819	79,18	PF08487;PF13768;	Actinomadura luteofluorescens	6_3	0,61
A0A3B4UDD5	742	79,11	PF08487;PF13768;	Seriola dumerili (Greater amberjack) (Caranx dumerili)	6_3	0,61
A0A484DJG2	675	77,7	PF08487;PF13768;	Perca flavescens (American yellow perch) (Morone flavescens)	6_3	0,61
A0A1E2WM00	758	76,79	PF08487;PF13768;	Nostoc sp. KVJ20	6_3	0,61
A0A814RZB1	828	76,34	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,61
A0A818M9M7	752	76,12	PF08487;PF13768;	Adineta steineri	6_3	0,61
A0A817MBZ6	834	75,91	PF08487;PF13768;	Rotaria socialis	6_3	0,61
A0A815KBC9	817	75,84	PF08487;PF13768;	Rotaria sordida	6_3	0,61
A0A817IY92	826	75,49	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,61
A0A818TDV9	842	74,98	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,61
A0A813YD75	829	74,62	PF08487;PF13768;	Adineta ricciae (Rotifer)	6_3	0,61
A0A818H8Y6	856	73,74	PF08487;PF13768;	Rotaria socialis	6_3	0,61
A0A821SBM6	877	73,26	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,61
A0A817FBZ6	972	70,09	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,61
A0A665V0D9	755	83,81	PF08487;PF13768;	Echeneis naucrates (Live sharksucker)	6_3	0,6
A0A672SE94	724	82,66	PF08487;PF13768;	Sinocyclocheilus grahami (Dianchi golden-line fish) (Barbus grahami)	6_3	0,6
A0A7Y6PQ14	643	81,88	PF08487;PF13768;	Kofleriaceae bacterium	6_3	0,6
A0A7Y3U678	674	81,75	PF08487;PF13768;	Planctomycetes bacterium	6_3	0,6
A0A534TAX4	785	81,43	PF08487;PF13768;	Deltaproteobacteria bacterium	6_3	0,6
A0A6P0MCG8	837	81,08	PF08487;PF13768;	Symploca sp. SIO2C1	6_3	0,6
Q3MDG0	819	80,94	PF08487;PF13768;	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	6_3	0,6
A0A846YW73	794	80,86	PF08487;PF13768;	Actinomadura latina	6_3	0,6
A0A2D5ZF78	699	80,53	PF08487;PF13768;	Phycisphaeraceae bacterium	6_3	0,6
A0A819CV70	727	80,51	PF08487;PF13768;	Adineta steineri	6_3	0,6
A0A7W7IKN5	789	80,04	PF08487;PF13768;	Actinomadura catellatispora	6_3	0,6
A0A5F4W412	744	79,26	PF08487;PF13768;	Callithrix jacchus (White-tufted-ear marmoset)	6_3	0,6
K9WVM2	841	78,62	PF08487;PF13768;	Cylindrospermum stagnale PCC 7417	6_3	0,6
A0A7J9XE33	740	78,1	PF08487;PF13768;	Streptosporangiales bacterium	6_3	0,6
A0A814L4F1	835	76,95	PF08487;PF13768;	Rotaria sordida	6_3	0,6
A0A820AL04	835	76,41	PF08487;PF13768;	Rotaria sordida	6_3	0,6
A0A815NSJ3	643	76,31	PF08487;PF13768;	Rotaria magnacalcarata	6_3	0,6
A0A3A0AXG3	863	75,05	PF08487;PF13768;	Chloroflexi bacterium	6_3	0,6
A0A817MNE9	893	74,62	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,6
A0A817S4N4	828	74,59	PF08487;PF13768;	Rotaria socialis	6_3	0,6
A0A1N6R5N6	891	73,87	PF08487;PF13768;	Microbispora rosea	6_3	0,6
A0A821HWK9	846	73,68	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,6
A0A817P0P8	913	72,88	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,6
A0A842TPX1	798	71,82	PF08487;PF13768;	Candidatus Lokiarchaeota archaeon	6_3	0,6
A0A818GUE2	868		PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,6
A0A819D4D0	848		PF08487;PF13768;	Rotaria sordida	6_3	0,6
A0A542LK26	758		PF08487;PF13768;	Herbaspirillum sp. SJZ107	6_3	0,6
A0A7W0T8X7	653		PF08487;PF13768;	Deltaproteobacteria bacterium	6_3	0,6
A0A017TGS4	936		PF08487;PF13768;	Chondromyces apiculatus DSM 436	6_3	0,6
A0A150TN33	686	84,94	PF08487;PF13768;	Sorangium cellulosum (Polyangium cellulosum)	6_3	0,59
U5WT84	741	84,78	PF08487;PF13768;	Mycobacterium kansasii ATCC 12478	6_3	0,59
A0A7J5YFJ4	742	84,39	PF08487;PF13768;	Dissostichus mawsoni (Antarctic cod)	6_3	0,59
A0A6A5FPC9	775	84,15	PF08487;PF13768;	Perca fluviatilis (European perch)	6_3	0,59
A0A3P9BIF4	745	83,45	PF08487;PF13768;	Maylandia zebra (zebra mbuna)	6_3	0,59
A0A1A2DMD2	769	82,4	PF08487;PF13768;	Mycobacterium sp. 852002-51163_SCH5372311	6_3	0,59
A0A821PTK4	657	80,76	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,59
A0A672HYI9	736	80,55	PF08487;PF13768;	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	6_3	0,59
A0A1W2A285	820	80,35	PF08487;PF13768;	Kibdelosporangium aridum	6_3	0,59
I3M243	799	80,32	PF08487;PF13768;	Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	6_3	0,59
A0A841CCQ6	811	80,17	PF08487;PF13768;	Saccharothrix tamanrassetensis	6_3	0,59
A0A671W9G8	732	80,16	PF08487;PF13768;	Sparus aurata (Gilthead sea bream)	6_3	0,59
A0A841V8Y1	827	80,01	PF08487;PF13768;	Nostoc sp. UCD120	6_3	0,59
A0A5M3VQ32	816	79,79	PF08487;PF13768;	Acrocarpospora corrugata	6_3	0,59
A0A3Q7THZ0	784	79,73	PF08487;PF13768;	Vulpes vulpes (Red fox)	6_3	0,59
A0A7V9CNH5	778	78,94	PF08487;PF13768;	Acidobacteria bacterium	6_3	0,59
A0A4R5WVB4	851	78,73	PF08487;PF13768;	Mycobacterium paragordonae	6_3	0,59
W5L8G2	716	77,97	PF08487;PF13768;	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	6_3	0,59
A0A815PD27	821	77,72	PF08487;PF13768;	Adineta ricciae (Rotifer)	6_3	0,59
A0A4W6CSQ1	759	77,18	PF08487;PF13768;	Lates calcarifer (Barramundi) (Holocentrus calcarifer)	6_3	0,59
A0A1S3NTN8	826	76,43	PF08487;PF13768;	Salmo salar (Atlantic salmon)	6_3	0,59
A0A815JVP8	835	76,16	PF08487;PF13768;	Rotaria sordida	6_3	0,59
A0A814G9D1	822	76,14	PF08487;PF13768;	Adineta steineri	6_3	0,59
A0A821T1F8	708	76,07	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,59
A0A815BQS2	825	75,96	PF08487;PF13768;	Adineta steineri	6_3	0,59
A0A819JAQ8	862	74,74	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,59
A0A818RU89	834	73,98	PF08487;PF13768;	Rotaria sordida	6_3	0,59
A0A818Z6U0	798	73,84	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,59
A0A816CJ68	859	72,99	PF08487;PF13768;	Rotaria magnacalcarata	6_3	0,59
A0A6B0YGL8	726	72,18	PF08487;PF13768;	Gammaproteobacteria bacterium	6_3	0,59
W5MJ88	837	70,83	PF08487;PF13768;	Lepisosteus oculatus (Spotted gar)	6_3	0,59
A0A7N6B3Y6	737	84,06	PF08487;PF13768;	Anabas testudineus (Climbing perch) (Anthias testudineus)	6_3	0,58
A0A366M250	802	81,34	PF08487;PF13768;	Spongiactinospora rosea	6_3	0,58
A0A5C4JEC8	801	80,91	PF08487;PF13768;	Actinomadura soli	6_3	0,58
A0A252DBX1	828	80,14	PF08487;PF13768;	Nostoc sp. RF31YmG	6_3	0,58
A0A7W2EQ52	757	79,81	PF08487;PF13768;	Duganella sp. LX20W	6_3	0,58
A0A818IVD5	678	79,46	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,58
A0A672HX44	784	79,42	PF08487;PF13768;	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	6_3	0,58
Q8C1D4	804	79,29	PF08487;PF13768;	Mus musculus (Mouse)	6_3	0,58
A0A6V8LJS5	807	79,2	PF08487;PF13768;	Phytohabitans rumicis	6_3	0,58
A0A3Q2NNB8	745	78,77	PF08487;PF13768;	Fundulus heteroclitus (Killifish) (Mummichog)	6_3	0,58
K0K233	841	78,75	PF08487;PF13768;	Saccharothrix espanaensis (strain ATCC 51144 / DSM 44229 / JCM 9112 / NBRC 15066 / NRRL 15764)	6_3	0,58
A0A1V0A3Y0	836	78,41	PF08487;PF13768;	Nonomuraea sp. ATCC 55076	6_3	0,58
A0A818MHN5	819	78,34	PF08487;PF13768;	Rotaria socialis	6_3	0,58
A0A817CPS4	834	75,68	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,58
A0A1V4EMJ2	886	75,36	PF08487;PF13768;	Microbispora sp. GKU 823	6_3	0,58
A0A818Z3T6	819	75,34	PF08487;PF13768;	Rotaria socialis	6_3	0,58
A0A814URZ7	833	75,01	PF08487;PF13768;	Rotaria sordida	6_3	0,58
A0A813MVA0	846	74,99	PF08487;PF13768;	Adineta steineri	6_3	0,58
A0A821I5V9	844	74,21	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,58
A0A815HRD9	828	74,1	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,58
A0A818V0W5	847	72,09	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,58
A0A7X4EWR5	752	71,56	PF08487;PF13768;	Proteobacteria bacterium	6_3	0,58
A0A818LMV8	830	71,52	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,58
A0A818WP30	847		PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,58
A0A2M6VXA8	820		PF08487;PF13768;	Limnohabitans sp. 15K	6_3	0,58
A0A2U3LKJ7	759	85,67	PF08487;PF13768;	Candidatus Sulfopaludibacter sp. SbA4	6_3	0,57
A0A7X7FLU6	643	84,84	PF08487;PF13768;	Planctomycetes bacterium	6_3	0,57
A0A7X0LKB9	678	81,18	PF08487;PF13768;	Algisphaera agarilytica	6_3	0,57
A0A3Q7S7B1	784	80,59	PF08487;PF13768;	Callorhinus ursinus (Northern fur seal)	6_3	0,57
A0A1Q8C7X6	822	79,83	PF08487;PF13768;	Actinophytocola xanthii	6_3	0,57
A0A670JKU2	665	79,51	PF08487;PF13768;	Podarcis muralis (Wall lizard) (Lacerta muralis)	6_3	0,57
A0A809R8B9	838	77,06	PF08487;PF13768;	Undibacterium sp. YM2	6_3	0,57
I0HAX0	873	76,76	PF08487;PF13768;	Actinoplanes missouriensis (strain ATCC 14538 / DSM 43046 / CBS 188.64 / JCM 3121 / NBRC 102363 / NCIMB 12654 / NRRL B-3342 / UNCC 431)	6_3	0,57
A0A818DP65	828	76,59	PF08487;PF13768;	Rotaria socialis	6_3	0,57
A0A821VXW6	704	75,91	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,57
A0A814G001	828	75,8	PF08487;PF13768;	Adineta steineri	6_3	0,57
A0A821WZN5	834	74,76	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,57
A0A820C2M2	776	72,82	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,57
A0A818G977	868	72,1	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,57
A0A820VNM7	830	70,91	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,57
A0A6P6N3W2	751	83,23	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,56
A0A5C8JYR1	772	82,3	PF08487;PF13768;	Nonomuraea sp. C10	6_3	0,56
A0A5D0U8I0	800	80,87	PF08487;PF13768;	Actinomadura syzygii	6_3	0,56
A0A7W7Q4G8	830	80,66	PF08487;PF13768;	Actinophytocola algeriensis	6_3	0,56
A0A6P6N1Z8	781	80,54	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,56
A0A814AKW2	729	79,88	PF08487;PF13768;	Adineta steineri	6_3	0,56
A0A4R6K2H4	808	79,34	PF08487;PF13768;	Actinoplanes brasiliensis	6_3	0,56
A0A315AYI3	847	78,09	PF08487;PF13768;	Limnohabitans sp. MMS-10A-178	6_3	0,56
A0A813UT60	820	77,17	PF08487;PF13768;	Adineta ricciae (Rotifer)	6_3	0,56
A0A818E9W9	833	76,44	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,56
A0A814ZYI2	831	76,14	PF08487;PF13768;	Rotaria sordida	6_3	0,56
A0A817NBC1	834	75,36	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,56
A0A815IJJ6	835	74,34	PF08487;PF13768;	Rotaria sordida	6_3	0,56
A0A818TKY2	847	74,12	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,56
A0A816XDR8	686	72,47	PF08487;PF13768;	Rotaria magnacalcarata	6_3	0,56
A0A818NI36	849	72,15	PF08487;PF13768;	Rotaria sordida	6_3	0,56
A0A821GF96	799	71,99	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,56
A0A818FRN2	840	70,44	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,56
A0A373FE31	758		PF08487;PF13768;	Comamonas testosteroni (Pseudomonas testosteroni)	6_3	0,56
A0A5N5NGX9	622	87,28	PF08487;PF13768;	Pangasianodon hypophthalmus (Striped catfish) (Helicophagus hypophthalmus)	6_3	0,55
A0A5M3XLW9	827	79,91	PF08487;PF13768;	Acrocarpospora pleiomorpha	6_3	0,55
A0A7W3LTV1	823	79,36	PF08487;PF13768;	Actinomadura namibiensis	6_3	0,55
A0A259EA25	776	79,01	PF08487;PF13768;	Hydrogenophilales bacterium 17-64-11	6_3	0,55
A0A1H9ZQD3	818	78,69	PF08487;PF13768;	Nonomuraea wenchangensis	6_3	0,55
A0A813VAP7	815	78,53	PF08487;PF13768;	Adineta ricciae (Rotifer)	6_3	0,55
A0A3S0VAU1	794	77,98	PF08487;PF13768;	Candidatus Competibacteraceae bacterium	6_3	0,55
A0A814X962	805	77,9	PF08487;PF13768;	Rotaria sordida	6_3	0,55
A0A819IEK4	831	77,73	PF08487;PF13768;	Rotaria sordida	6_3	0,55
A0A6N4T8U9	836	77,54	PF08487;PF13768;	Undibacterium sp. KW1	6_3	0,55
A0A6J2QWU4	821	77,4	PF08487;PF13768;	Cottoperca gobio (Frogmouth) (Aphritis gobio)	6_3	0,55
A0A3P8Y936	806	76,92	PF08487;PF13768;	Esox lucius (Northern pike)	6_3	0,55
A0A0N7F4H2	897	76,68	PF08487;PF13768;	Kibdelosporangium phytohabitans	6_3	0,55
A0A814QU52	827	76,47	PF08487;PF13768;	Rotaria magnacalcarata	6_3	0,55
A0A821Q519	847	73,16	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,55
A0A3M1CRG7	736	82,2	PF08487;PF13768;	Deltaproteobacteria bacterium	6_3	0,54
A0A7C6V0F9	840	81,99	PF08487;PF13768;	Syntrophomonadaceae bacterium	6_3	0,54
A0A672HX95	756	81,36	PF08487;PF13768;	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	6_3	0,54
A0A0Q2LSQ3	767	81,08	PF08487;PF13768;	Mycobacterium gordonae	6_3	0,54
A0A6I4W7M3	818	80,01	PF08487;PF13768;	Actinomadura rayongensis	6_3	0,54
A0A2U3YER2	784	80	PF08487;PF13768;	Leptonychotes weddellii (Weddell seal) (Otaria weddellii)	6_3	0,54
A0A7X9P618	762	79,94	PF08487;PF13768;	Myxococcales bacterium	6_3	0,54
A0A4V0I9R7	1017	78,38	PF08487;PF13768;	Gemmataceae bacterium	6_3	0,54
A0A818UBI2	672	78,37	PF08487;PF13768;	Rotaria sordida	6_3	0,54
A0A1H7NDA1	832	77,98	PF08487;PF13768;	Nonomuraea pusilla	6_3	0,54
A0A816UC61	827	76,99	PF08487;PF13768;	Rotaria magnacalcarata	6_3	0,54
A0A820H1T0	826	76,29	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,54
A0A815QB29	817	76,06	PF08487;PF13768;	Rotaria sordida	6_3	0,54
A0A5N6BNQ8	879	75,64	PF08487;PF13768;	Microbispora catharanthi	6_3	0,54
A0A5D0PRG7	875	75,02	PF08487;PF13768;	Microbispora tritici	6_3	0,54
A0A814L3A6	848	73,89	PF08487;PF13768;	Adineta steineri	6_3	0,54
A0A813M8T4	844	73,82	PF08487;PF13768;	Adineta steineri	6_3	0,54
A0A819BNF7	940	70,91	PF08487;PF13768;	Adineta steineri	6_3	0,54
A0A7D3ZN38	833		PF08487;PF13768;	Actinomadura verrucosospora	6_3	0,54
A0A6J2C1Q8	784	80,86	PF08487;PF13768;	Zalophus californianus (California sealion)	6_3	0,53
A0A7C3ZZR6	824	78,16	PF08487;PF13768;	Planktothricoides sp. SpSt-374	6_3	0,53
A0A816SFR3	664	77,85	PF08487;PF13768;	Rotaria magnacalcarata	6_3	0,53
A0A819XL22	835	77,16	PF08487;PF13768;	Rotaria sordida	6_3	0,53
A0A816GUQ0	834	77,13	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,53
A0A814FVW2	805	76,85	PF08487;PF13768;	Rotaria sordida	6_3	0,53
A0A101JE85	851	76,51	PF08487;PF13768;	Actinoplanes awajinensis subsp. mycoplanecinus	6_3	0,53
A0A814J1P2	855	74,99	PF08487;PF13768;	Adineta steineri	6_3	0,53
A0A815ZRM4	842	73,94	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,53
A0A821L236	799	72,19	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,53
A0A815H2M3	804	71,95	PF08487;PF13768;	Rotaria sordida	6_3	0,53
