#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR003929 AND Category=AF4;
5_2	AF4	A0A1D1VP35-F1	Water bear	74.7	Maxi K channel	IPR003929,IPR013099,IPR036291	RvY_11161 RvY_11161.1 RvY_11161-1
3_1	AF4	A0A6P5AR92-F1	Amphioxus	70.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A1V9Z0K4-F1	Achlya hypogyna	70.1	Calcium-activated potassium channel subunit alpha-1	IPR003929	ACHHYP_20189
3_1	AF4	A0A6J3K2I3-F1	Bombus vosnesenskii	70.1	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117231902
3_1	AF4	A0A2K5C3V8-F1	Ma's night monkey	70.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6P4VX69-F1	Leopard	70.1	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR013099,IPR036291	KCNMA1
3_1	AF4	A0A0V1J9B1-F1	Parasitic roundworm	70.1	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	slo-1 T4B_8132 T4C_8440
3_1	AF4	A0A1D1VH94-F1	Water bear	70.1	Maxi K channel	IPR003929,IPR013099,IPR036291	RvY_11161 RvY_11161.3 RvY_11161-3
3_1	AF4	A0A674D1H8-F1	Brown trout	70.1	Potassium channel subfamily T member 2-like	IPR003929,IPR013099,IPR036291	LOC115171567
3_1	AF4	A0A7E5W957-F1	Cabbage looper	70.1	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC113500419
3_1	AF4	A0A367KA23-F1	Rhizopus microsporus var. azygosporus	70.1	Potassium channel, sub T, member 1	IPR003929,IPR013099	KCNT1 CU097_011810
3_1	AF4	A0A7N8Y1B8-F1	zig-zag eel	70.1	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A067R689-F1	Dampwood termite	70.1	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	L798_06652
3_1	AF4	A0A0V1P5M3-F1	Trichinella sp	70.1	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	slo-1 T08_12695
3_1	AF4	A0A7S2HRB2-F1	Brandtodinium nutricula	70.1	Hypothetical protein	IPR003929,IPR013099	BRAN1462_LOCUS3820
3_1	AF4	A0A6J3K0P7-F1	Bombus vosnesenskii	70.1	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC117231902
3_1	AF4	A0A0W8D2L4-F1	Buckeye rot agent	70.1	Calcium-activated potassium channel subunit alpha-1	IPR003929,IPR036291	AM587_10017053 AM588_10010740
3_1	AF4	A0A6P8Z3Z5-F1	Melon thrips	70.0	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117647237
3_1	AF4	A0A2G4SIV2-F1	Rhizopus microsporus	70.0	Ion_trans_2 domain-containing protein	IPR003929,IPR013099	RHIMIDRAFT_268417
3_1	AF4	A0A6P8U8I4-F1	Antarctic dragonfish	70.0	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC117543371
3_1	AF4	A0A3M0KEK5-F1	Hirundo rustica	70.0	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR013099,IPR036291	DUI87_11791
3_1	AF4	A0A493SX29-F1	Northern mallard	70.0	Potassium sodium-activated channel subfamily T member 2	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A6P8LEJ1-F1	Bombus bifarius	70.0	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC117204883
3_1	AF4	A0A0G4EN84-F1	strain CCMP3155	70.0	Ion_trans_2 domain-containing protein	IPR003929,IPR005821,IPR027359,IPR036663	Vbra_2958
3_1	AF4	A0A397D472-F1	Aphanomyces astaci	70.0	Ion_trans_2 domain-containing protein	IPR003929,IPR013099,IPR027359	DYB38_003990
3_1	AF4	A0A091EN06-F1	Damaraland mole rat	70.0	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	H920_01668
3_1	AF4	A0A818UCX4-F1	Adineta steineri	70.0	Hypothetical protein	IPR003929,IPR013099,IPR036291	OXD698_LOCUS11523
3_1	AF4	A0A6J1PT76-F1	Temnothorax curvispinosus	70.0	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC112454974
3_1	AF4	A0A7I0YV49-F1	Danaus plexippus	70.0	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC116766652
3_1	AF4	A0A5N5MP14-F1	Striped catfish	70.0	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	PHYPO_G00039440
3_1	AF4	A0A6P7PER7-F1	Siamese fighting fish	70.0	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC114870627
3_1	AF4	A0A6P8M7N3-F1	Bombus bifarius	70.0	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC117204883
3_1	AF4	A0A1V9Y9T8-F1	Achlya hypogyna	70.0	Voltage-gated Ion Channel (VIC) Superfamily	IPR003929,IPR005821,IPR027359,IPR036291	ACHHYP_16036
3_1	AF4	A0A668TLM4-F1	Israeli tilapia	70.0	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A6P5ADX7-F1	Amphioxus	70.0	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A2I0MDR5-F1	Rock dove	70.0	Potassium channel, sodium activated subfamily T, member 2, transcript variant X2	IPR003929,IPR013099	KCNT2 A306_00005712
3_1	AF4	A0A6J1MHI7-F1	Squinting bush brown butterfly	70.0	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC112043486
3_1	AF4	A0A7M7MP55-F1	Honeybee	70.0	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	
3_1	AF4	A0A6A3NAJ4-F1	Phytophthora rubi	70.0	Calcium-activated potassium channel subunit alpha-1	IPR003929,IPR005821,IPR027359,IPR036291	PR001_g5660 PR002_g6118 PR003_g5987
3_1	AF4	A0A6J3K0T2-F1	Bombus vosnesenskii	70.0	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117231902
3_1	AF4	A0A673W732-F1	Brown trout	70.0	Potassium channel subfamily T member 2-like	IPR003929,IPR013099,IPR036291	LOC115204228
3_1	AF4	V4AGF6-F1	Giant owl limpet	70.0	Potassium channel, subfamily T, member 2	IPR003929,IPR013099	LOTGIDRAFT_232492
3_1	AF4	A0A7J6ARF3-F1	Black bullhead	70.0	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	AMELA_G00109030
3_1	AF4	A0A3Q2DID8-F1	Sheepshead minnow	70.0	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7E5W9X3-F1	Cabbage looper	70.0	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC113500419
3_1	AF4	A0A813JAE8-F1	Dinoflagellate	70.0	Hypothetical protein	IPR003929,IPR013099	PGLA2088_LOCUS16878
3_1	AF4	A0A6J1PRR3-F1	Temnothorax curvispinosus	70.0	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC112454974
3_1	AF4	A0A7L2B7R0-F1	sungrebe	70.0	KCNT1 protein	IPR003929,IPR013099	Kcnt1 HELFUL_R11342
3_1	AF4	A0A1S3Q7D4-F1	Atlantic salmon	70.0	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC106589905
3_1	AF4	A0A372RHA6-F1	Rhizophagus sp	70.0	Calcium-activated BK potassium channel alpha subunit-domain-containing protein	IPR003929,IPR036291	C1646_740384
3_1	AF4	A0A2P4SQB1-F1	Chinese bamboo-partridge	69.9	BK_channel_a domain-containing protein	IPR003929	CIB84_009959
3_1	AF4	A0A673VWX0-F1	Brown trout	69.9	Potassium channel subfamily T member 2-like	IPR003929,IPR013099,IPR036291	LOC115204228
3_1	AF4	A0A7M7MNP5-F1	Honeybee	69.9	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	
3_1	AF4	A0A7E5W8M8-F1	Cabbage looper	69.9	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC113500419
3_1	AF4	A0A7N6BYJ8-F1	Climbing perch	69.9	Potassium channel subfamily T member 2-like	IPR003929,IPR013099,IPR036291	
3_1	AF4	A0A6A3E9H9-F1	Phytophthora fragariae	69.9	BK_channel_a domain-containing protein	IPR003929,IPR027359,IPR036291	PF002_g23299 PF004_g21280 PF006_g21688 PF008_g21978 PF009_g23236 PF010_g21815
3_1	AF4	A0A3B4CCA4-F1	Red-bellied piranha	69.9	Potassium channel subfamily T member 2-like	IPR003929,IPR013099,IPR036291	
3_1	AF4	A0A6P8LKZ6-F1	Bumblebee	69.9	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC100749230
3_1	AF4	A0A6A4A2N4-F1	Phytophthora fragariae	69.9	Calcium-activated potassium channel subunit alpha-1	IPR003929,IPR005821,IPR027359,IPR036291	PF001_g3972 PF002_g5456 PF004_g3880 PF005_g4629 PF006_g3820 PF007_g3766 PF008_g4060 PF009_g4940 PF010_g3962 PF011_g2204
3_1	AF4	A0A3Q0G8L6-F1	Chinese alligator	69.9	potassium channel subfamily T member 2 isoform X3	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A0A9X579-F1	Western plant bug	69.9	Calcium-activated potassium channel slowpoke	IPR003929,IPR036291	slo_29 CM83_39434
3_1	AF4	D3Z592-F1	Mouse	69.9	Potassium channel, subfamily T, member 2	IPR003929,IPR013099,IPR036291	Kcnt2
3_1	AF4	A0A7F8KCA8-F1	Beluga whale	69.9	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7I0YVA7-F1	Danaus plexippus	69.9	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC116766652
3_1	AF4	G4YY32-F1	strain P6497	69.9	Calcium-activated potassium channel subunit alpha-1	IPR003929,IPR005821,IPR027359,IPR036291	PHYSODRAFT_481128
3_1	AF4	A0A6I9MUY3-F1	black rockcod	69.9	potassium channel subfamily T member 2-like	IPR003929,IPR013099,IPR036291	LOC104945820
3_1	AF4	W2G658-F1	Potato buckeye rot agent	69.9	BK_channel_a domain-containing protein	IPR003929,IPR036291	L915_15496
3_1	AF4	A0A6A3IPR7-F1	Phytophthora fragariae	69.9	BK_channel_a domain-containing protein	IPR003929,IPR027359,IPR036291	PF011_g21066
3_1	AF4	A0A3P8ZGZ6-F1	Northern pike	69.9	Potassium sodium-activated channel subfamily T member 2	IPR003929,IPR013099,IPR036291	
3_1	AF4	A0A6P8KVD4-F1	Bumblebee	69.9	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC100749230
3_1	AF4	A0A0V0QBR0-F1	Ciliate	69.9	Ion_trans_2 domain-containing protein	IPR003929,IPR005821,IPR036291	PPERSA_03493
3_1	AF4	A0A6P5ADW9-F1	Amphioxus	69.9	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A6P5A4Y8-F1	Amphioxus	69.9	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A7E5W8M1-F1	Cabbage looper	69.9	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC113500419
3_1	AF4	A0A7E5W9W8-F1	Cabbage looper	69.9	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC113500419
3_1	AF4	A0A7M7MNS1-F1	Honeybee	69.9	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	
3_1	AF4	A0A6A4DMQ9-F1	Phytophthora rubi	69.8	BK_channel_a domain-containing protein	IPR003929,IPR027359,IPR036291	PR003_g21690
3_1	AF4	A0A833S654-F1	Potato late blight agent	69.8	Calcium-activated BK potassium channel alpha subunit	IPR003929,IPR036291	GN244_ATG18776
3_1	AF4	A0A6P4ZTP1-F1	Amphioxus	69.8	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A3S5H4X2-F1	Leishmania donovani	69.8	Calcium/potassium channel (CAKC), putative	IPR003929,IPR013099	LdCL_010013400
3_1	AF4	A0A397F340-F1	Aphanomyces astaci	69.8	Ion_trans_2 domain-containing protein	IPR003929,IPR013099,IPR027359	DYB31_010219
3_1	AF4	A0A6P3YBA2-F1	South American ant	69.8	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC106751765
3_1	AF4	A0A6P5A4X4-F1	Amphioxus	69.8	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A6P8LKY6-F1	Bumblebee	69.8	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC100749230
3_1	AF4	A0A6P3YBF5-F1	South American ant	69.8	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC106751765
3_1	AF4	A0A6P5AR87-F1	Amphioxus	69.8	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A0V1B0X0-F1	Trichina worm	69.8	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	slo-1 T01_1602
3_1	AF4	A0A7N8YKM2-F1	zig-zag eel	69.8	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A7I8VCZ3-F1	Dimorphilus gyrociliatus	69.8	DgyrCDS2692	IPR003929,IPR013099	DGYR_LOCUS2502
3_1	AF4	A0A0W8BWN6-F1	Buckeye rot agent	69.8	Calcium-activated potassium channel subunit alpha-1	IPR003929,IPR005821,IPR027359,IPR036291	AM587_10006840
3_1	AF4	A0A7I0YV62-F1	Danaus plexippus	69.8	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC116766652
3_1	AF4	T1KIN5-F1	Two-spotted spider mite	69.8	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	107364487
3_1	AF4	A0A1W0X0P0-F1	Water bear	69.8	Calcium-activated potassium channel slowpoke	IPR003929,IPR005821	BV898_05097
3_1	AF4	A0A3Q2UKE4-F1	Chicken	69.8	Potassium sodium-activated channel subfamily T member 2	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A2I4B5V8-F1	Austrofundulus limnaeus	69.8	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC106517014
3_1	AF4	A0A669CYY3-F1	Nile tilapia	69.8	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A2R6XTB2-F1	Liverwort	69.8	Ion_trans_2 domain-containing protein	IPR003929,IPR013099	MARPO_0003s0221
3_1	AF4	A0A418EY13-F1	Aphanomyces astaci	69.8	BK_channel_a domain-containing protein	IPR003929,IPR036291	DYB37_002938
3_1	AF4	A0A2I4B5V7-F1	Austrofundulus limnaeus	69.7	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC106517014
3_1	AF4	M4AFE2-F1	Southern platyfish	69.7	Potassium channel subfamily T member 2-like	IPR003929,IPR013099,IPR036291	
3_1	AF4	A0A2K6C2V2-F1	Pig-tailed macaque	69.7	Potassium sodium-activated channel subfamily T member 2	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A6P5ADY6-F1	Amphioxus	69.7	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	M4BH61-F1	strain Emoy2	69.7	BK_channel_a domain-containing protein	IPR003929,IPR036291	
3_1	AF4	A0A6P7PTU5-F1	Siamese fighting fish	69.7	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC114870627
3_1	AF4	A0A833SRM0-F1	Potato late blight agent	69.7	Calcium-activated BK potassium channel alpha subunit	IPR003929,IPR005821,IPR027359	GN244_ATG10820 GN958_ATG03888
3_1	AF4	A0A6P5A4X9-F1	Amphioxus	69.7	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC109485398
3_1	AF4	A0A669C5Z4-F1	Nile tilapia	69.7	Potassium channel subfamily T member 2	IPR003929,IPR013099,IPR036291	LOC100699371
3_1	AF4	A0A452IXP0-F1	Agassiz's desert tortoise	69.7	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A6J1PRM5-F1	Temnothorax curvispinosus	69.7	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC112454974
3_1	AF4	A0A421G4Q0-F1	Phytophthora kernoviae	69.7	Calcium-activated potassium channel subunit alpha-1	IPR003929,IPR005821,IPR006073,IPR023179,IPR027359,IPR027417	BBJ29_006895
3_1	AF4	A0A6P9DAI5-F1	Corn snake	69.7	potassium channel subfamily U member 1 isoform X3	IPR003929,IPR013099,IPR027359	KCNU1
3_1	AF4	A0A816B0T6-F1	Rotaria magnacalcarata	69.7	Hypothetical protein	IPR003929,IPR013099,IPR027359,IPR036291,IPR042855	KQP761_LOCUS22430
3_1	AF4	W2R2X0-F1	strain INRA-310	69.7	BK_channel_a domain-containing protein	IPR003929,IPR036291	PPTG_04954
3_1	AF4	A0A6P4K178-F1	Fruit fly	69.6	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC108120269
3_1	AF4	W2KIX8-F1	Potato buckeye rot agent	69.6	BK_channel_a domain-containing protein	IPR003929,IPR036291	L917_15216
3_1	AF4	A0A437CB74-F1	Javanese ricefish	69.6	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	OJAV_G00191170
3_1	AF4	A0A814T8E3-F1	Rotaria sordida	69.6	Hypothetical protein	IPR003929,IPR013099,IPR027359,IPR036291	JXQ802_LOCUS22064
3_1	AF4	A0A3B3YJ14-F1	Poecilia mexicana	69.6	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A3Q3AYJ5-F1	Mangrove killifish	69.6	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A0F8ARN1-F1	Large yellow croaker	69.6	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR013099,IPR036291	EH28_02391
3_1	AF4	A0A080ZKF4-F1	Phytophthora parasitica	69.6	BK_channel_a domain-containing protein	IPR003929,IPR036291	F444_15924
3_1	AF4	A0A287AXP7-F1	Pig	69.6	Potassium calcium-activated channel subfamily U member 1	IPR003929,IPR005821,IPR036291	KCNU1
3_1	AF4	W2KJ30-F1	Potato buckeye rot agent	69.6	BK_channel_a domain-containing protein	IPR003929,IPR036291	L917_15216
3_1	AF4	A0A6I8PNG1-F1	Duckbill platypus	69.6	Potassium sodium-activated channel subfamily T member 2	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A818ZWK4-F1	Rotaria magnacalcarata	69.6	Hypothetical protein	IPR003929,IPR013099,IPR027359,IPR036291,IPR042855	UXM345_LOCUS3350
3_1	AF4	A0A7E5W9W4-F1	Cabbage looper	69.6	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC113500419
3_1	AF4	A0A3B3YJY6-F1	Poecilia mexicana	69.6	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A329RNX3-F1	Phytophthora cactorum	69.6	Calcium-activated potassium channel subunit alpha-1	IPR003929,IPR005821,IPR027359	PC110_g17182 PC129_g4587
3_1	AF4	A0A821Q3W5-F1	Pieris macdunnoughi	69.6	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	PMACD_LOCUS4190
3_1	AF4	A0A0E9NSP5-F1	Saitoella complicata 	69.6	BK_channel_a domain-containing protein	IPR003929,IPR036291	G7K_6777-t1
3_1	AF4	A0A6J3K354-F1	Bombus vosnesenskii	69.6	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC117231902
3_1	AF4	A0A182QCD4-F1	Anopheles farauti	69.6	BK_channel_a domain-containing protein	IPR003929,IPR036291	
3_1	AF4	A0A836LMK0-F1	Porcisia hertigi	69.6	Calcium/potassium channel (CAKC)	IPR003929,IPR013099	JKF63_07857
3_1	AF4	A0A3P9LYT5-F1	Japanese rice fish	69.6	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
